Model,Noise_Level,Accuracy,F1_Score,Recall,Precision,CO2e_kg,Energy_kWh,Train_Time_sec,Inference_Time_ms,RAM_MB,Model_Size_MB,Accuracy_per_CO2,F1_Score_per_CO2,Accuracy_per_Time,Accuracy_per_RAM
LogisticRegression,0,0.7818086225026288,0.8425047438330171,0.9002433090024331,0.7917261055634808,1.1562366218853657e-08,6.894833333333334e-05,0.13236260414123535,0.0,1.6869268417358398,0.0008993148803710938,67616663.20755413,72866118.22234313,5.906567248166353,0.46345140948622965
NaiveBayes,0,0.729758149316509,0.8144404332129964,0.9148418491484185,0.7338972023422251,1.5582045048214493e-09,6.747888888888889e-05,0.013080835342407227,0.00027301559688917094,1.574258804321289,0.0010442733764648438,468332716.95625734,522678782.33757323,55.78834456777236,0.4635566574653079
RandomForest,0,0.8859095688748686,0.9147682639434407,0.9444444444444444,0.8869002284843869,1.9250582608631077e-06,9.495944444444446e-05,4.954823970794678,0.010514735674131054,2.2587366104125977,21.011040687561035,460198.83495768456,475189.9111527672,0.1787973849518578,0.39221464104796255
GradientBoosting,0,0.8767087276550999,0.9094419772156787,0.9549878345498783,0.8680427570954663,1.730263869758365e-06,9.417833333333334e-05,4.576333522796631,0.001313683863819335,2.1956653594970703,0.18871307373046875,506690.7672166408,525608.8352250481,0.1915744827792483,0.39929068601597606
SVM,0,0.8225552050473186,0.8744186046511628,0.9529602595296026,0.8078377449295291,4.616844509181362e-06,0.00016438916666666663,19.33424162864685,0.4992954487805612,2.5071420669555664,0.635127067565918,178163.93933378762,189397.4559706822,0.04254396013281266,0.32808480057380673
KNN,0,0.8083596214511041,0.8621146207679213,0.9241686942416869,0.8078695498050337,2.252325648805474e-09,6.539583333333334e-05,0.019005537033081055,0.03233454831641806,1.8795948028564453,2.6489009857177734,358899976.0668798,382766418.00227505,42.53284819282258,0.4300712154676259
DecisionTree,0,0.8130914826498423,0.8556345177664975,0.8544201135442011,0.8568523790158601,2.5920894686177655e-08,6.967694444444445e-05,0.2656979560852051,0.0002632381788187599,1.414973258972168,0.24482059478759766,31368187.421533108,33009451.56892156,3.0602097759047004,0.574633815511446
LogisticRegression,10,0.7699789695057834,0.8345622991113633,0.8949716139497161,0.7817924194119731,1.733519796484638e-08,6.829944444444445e-05,0.20113134384155273,0.0002537741395326568,1.6830863952636719,0.0008993148803710938,44417085.46202961,48142646.008643895,3.8282395712145068,0.45748035969666234
NaiveBayes,10,0.7221345951629863,0.8074330479140098,0.8986212489862125,0.7330466424082037,1.7638636980698682e-09,6.560777777777778e-05,0.012094736099243164,0.0,1.573740005493164,0.0010442733764648438,409404987.44500035,457763856.0153794,59.706519368221215,0.45886524625564845
RandomForest,10,0.8590956887486856,0.8942800788954635,0.9193025141930251,0.870583717357911,1.680493283024564e-06,8.463333333333334e-05,5.338515758514404,0.011041964140850914,2.036484718322754,23.441155433654785,511216.3776117444,532153.3194622067,0.16092407096083083,0.4218522638638976
GradientBoosting,10,0.8422712933753943,0.8838109992254066,0.9253852392538524,0.8458117123795404,1.5982223582232188e-06,8.147749999999999e-05,4.980965852737427,0.0013139345668467814,2.152035713195801,0.18891143798828125,527005.0747580375,552996.2678084169,0.16909798586804223,0.3913835110685085
SVM,10,0.7970557308096741,0.8573540280857354,0.9407948094079481,0.7875084860828242,4.100641774988214e-06,0.00015220861111111113,26.825297594070435,0.7564403531929923,2.5069236755371094,0.680903434753418,194373.41141850044,209078.01147497198,0.029712838339055678,0.3179417620837238
KNN,10,0.7883806519453207,0.8464619492656876,0.8998377939983779,0.799063737846597,2.0055356636112044e-09,6.891027777777778e-05,0.021009445190429688,0.035488580428964835,1.8752470016479492,2.6489009857177734,393102284.965478,422062775.85786366,37.52505812502118,0.42041429809113107
DecisionTree,10,0.8020504731861199,0.8469201057125432,0.8446877534468775,0.849164288626172,2.193089474047527e-08,6.815777777777779e-05,0.23208284378051758,0.0002627994485207286,1.414973258972168,0.27076053619384766,36571716.87144482,38617672.27168723,3.4558800647264767,0.566830834505471
LogisticRegression,20,0.7657728706624606,0.831728045325779,0.8929440389294404,0.7783669141039237,2.490545076284247e-08,6.691e-05,0.252427339553833,0.000263050151548175,1.682291030883789,0.0008993148803710938,30747199.797923375,33395422.28108035,3.0336368161070397,0.455196429514436
NaiveBayes,20,0.723186119873817,0.8062557497700092,0.8884833738848338,0.7379589087234759,1.246969168585742e-09,6.421333333333332e-05,0.012054920196533203,0.0002428058820818752,1.573740005493164,0.0010442733764648438,579955092.7903239,646572321.1781005,59.99095042386041,0.45953341552576954
RandomForest,20,0.8451629863301787,0.8851627997660363,0.9205190592051906,0.8524220803604957,1.790542122986573e-06,8.280638888888887e-05,5.167585849761963,0.011303698101504995,2.036412239074707,25.09566593170166,472015.1374715894,494354.6361755568,0.16355083609672588,0.4150254894923431
GradientBoosting,20,0.832018927444795,0.8771862387084375,0.9253852392538524,0.8337595907928389,1.513348658077032e-06,8.046805555555556e-05,4.986904144287109,0.001313809215333058,2.2345380783081055,0.18825531005859375,549786.6753997173,579632.6140884496,0.1668407700191988,0.3723449313849972
